hero_kr,epithet_kr,faction,attr,key,skill_kr,tooltip_kr,mana,cooldown,learn_level,origin,namu_title
샤카-잔,캐릭터 모델 첨부 부탁드립니다.,센티널,민첩,D,끌어오기,"대상을 자신의 앞으로 끌고오며, 적일 경우 100 / 200 / 300의 피해를 입히며 0.2초간 기절시킵니다. 사정거리 450 / 550 / 650 아군은 마법 면역과 상관없이 끌어옴 기절은 마법 면역을 무시",80 / 100 / 120,22 / 17 / 12,2 / 4 / 6,,샤카-잔
샤카-잔,캐릭터 모델 첨부 부탁드립니다.,센티널,민첩,T,투척,"4 / 6 / 8초간 공격 타입이 관통으로, 사정거리가 500 / 575 / 650으로 변경됩니다. 지속시간동안 샤카 부족의 맹독 지속시간이 5초로 단축됨",60 / 40 / 20,40 / 35 / 30,1 / 5 / 9,,샤카-잔
샤카-잔,캐릭터 모델 첨부 부탁드립니다.,센티널,민첩,E,샤카 부족의 늑대,샤카 부족의 늑대를 소환합니다. 습득시 공생 활성화됨 F - 공생 샤카 부족의 늑대의 체력을 250 + 자신의 레벨 X 15만큼 회복시킵니다. 최대 회복량 550,100,15,1,,샤카-잔
샤카-잔,캐릭터 모델 첨부 부탁드립니다.,센티널,민첩,패시브,샤카 부족의 맹독,10 / 11 / 12초간 초당 40 / 60 / 80의 독 피해를 입히며 공격 속도와 이동 속도를 20% / 25% / 30% 감소시킵니다. 마법 면역 무시,-,5 / 10 / 15,,,샤카-잔
세드릭,센티넬 디펜더,센티널,힘,T,방패의 [타],"적 유닛을 강하게 쳐 100 / 200 / 300만큼의 피해를 입히고, 2초간 기절시킵니다. 또한 피격된 적은 450만큼 뒤로 밀려납니다. 밀려나는 도중 구조물에 부딪히면 100[1]의 추가 피해를 더 입습니다.",70 / 80 / 90,10,1 / 3 / 5,,세드릭(카오스)
세드릭,센티넬 디펜더,센티널,힘,G,방패의 [격],적 유닛에게 돌진하여 100 / 200 / 300의 피해를 입히고 1초간 기절시킵니다. 피격당한 유닛은 1초간 이동 속도가 40% / 50% / 60% 감소합니다. 지형지물을 넘을 수 없음[4],70 / 80 / 90,9,1 / 3 / 5,,세드릭(카오스)
세드릭,센티넬 디펜더,센티널,힘,E,방패의 [술],"습득시 영구적으로 방어력이 3 / 5 / 7 증가합니다. 사용시 5초간 모든 피해가 30% / 40% / 50% 감소하며, 적 원거리 공격을 100% 반사합니다. 습득시 영구적으로 확산 공격이 활성화됨 건물 및 지옥의 악령의 공격도 반사 가능",40 / 50 / 60,20,1 / 5 / 9,,세드릭(카오스)
세드릭,센티넬 디펜더,센티널,힘,W,방패 전개,7초간 12개의 방패[7]를 전개하며 자신 주변의 적 유닛을 가둡니다. 시전 즉시 방패 내에 갇히는 유닛에게 150 / 300의 피해를 입힙니다. 아군 유닛은 방패를 통과할 수 있습니다. 마법 면역 무시,150 / 200,140 / 125,6 / 12,,세드릭(카오스)
세티어,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,T,11연격,"적 유닛을 빠르게 공격해 10 / 20 / 30의 피해를 11번 입히며, 0.1초간 기절시키고 5초간 이동 속도를 50% 감소시킵니다.",65 / 75 / 85,7,1 / 3 / 5,,세티어
세티어,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,V,매직 디펜시브,"18초간 공격력이 15 / 30 / 45 증가하고, 방어력이 3 감소하며, 마법에 면역이 됩니다.",80 / 100 / 120,60 / 55 / 50,1 / 3 / 5,,세티어
세티어,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,패시브,암흑 폭풍,"영구적으로 공격력을 20 / 30 / 40 증가시키고, 매 공격마다 33% 확률로 직선상의 적 유닛에게 50 / 85 / 120의 피해를 입힙니다. 기계와 일반 유닛 공격시에는 25% 확률로 폭풍 방출 오브 기반",8 / 14 / 20,-,1 / 3 / 5,,세티어
세티어,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,W,영혼 흡수,"대상에게 즉시 600 / 900의 피해를 입히고, 2.5 / 3초간 기절시키며 자신은 300 / 450의 체력을 회복합니다. 마법 면역 무시",150 / 200,135 / 120,6 / 12,,세티어
솔벤하임,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,T,혼돈의 창,"혼돈의 창을 던져 100 / 200 / 300의 피해를 입히고, 1 / 1.5 / 2초간 기절시킵니다. 최대 사정거리 700 / 750 / 800",90 / 110 / 130,9,1 / 3 / 5,,솔벤하임
솔벤하임,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,D,탈취,"10초간 0.4초마다 대상의 체력을 35 / 50 / 65만큼, 마력을 8 / 18 / 28 + 대상의 최대 마력의 2%만큼 흡수합니다. 또한 적 영웅의 체력 또는 마력이 10% / 15% / 20% 이하에서 사용할시, 체력일 경우에 0.75초간, 마력일 경우에 1.5초간 자신의 위치로 끌어당깁니다. 채널링 기술 끌어오기 발동후 30초 안에 재발동시 끌어오기 지속시간 50%로 감소",70 / 85 / 100,7,1 / 3 / 5,,솔벤하임
솔벤하임,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,패시브,정신 파괴,"800 범위내 적 유닛의 마력을 초당 4 / 7 / 10만큼 감소시키며, 자신의 방어력이 2 / 4 / 6 증가합니다.",-,1 / 5 / 10,,,솔벤하임
솔벤하임,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,W,교란,"자신을 닮은 인형을 소환해 적을 교란시킵니다. 인형 스펙은 아래 참조 솔-벤-하임 체력 2315, 공격 불가[2], 방어력 8(영웅), 체력 회복 +1000, 자동으로 0.6초마다 도발 시전, 지속시간 15초 도발 주변 적이 자신을 강제로 공격하도록 도발합니다. 재사용 대기시간 0.6초 생명의 수호신, 숲의 정령에게 효과 없음 패시브 - 반사 적의 근접 공격 피해의 200%를 되돌려 줍니다. 기계에도 적용[3] 패시브 - 교란 오라 900 범위내 적 유닛의 방어력을 5 감소시킵니다. 기계에도 적용",150,140,6,,솔벤하임
스톤콜드,기암괴석,센티널,힘,T,바위 던지기,"바위를 던져 350 범위내 적 유닛과 건물에 100 / 200 / 300의 피해를 입히고, 1 / 1.25 / 1.5초간 기절시킵니다. 건물 및 기계에도 피해량과 기절 시간 그대로 적용",70 / 80 / 90,9,1 / 3 / 5,,스톤콜드/카오스(워크래프트 3/유즈맵)
스톤콜드,기암괴석,센티널,힘,R,바위의 단단함,"습득시 영구적으로 적의 물리 공격으로부터 피해를 20 / 30 / 40 감소시키며, 사용시 3초간 주변 적 유닛과 건물의 공격력과 공격 속도를 15% / 20% / 25% 감소시킵니다. 영향을 준 적 하나당 20 / 25 / 30의 체력을 회복합니다. 최대 회복량 200 / 300 / 400 공격력 및 공격 속도 감소는 적이 영웅일 경우 2배로 적용(3레벨 기준 50%) 회복량은 적이 영웅일 경우 3배로 적용(3레벨 기준 90 회복)",50 / 55 / 60,15,1 / 3 / 5,,스톤콜드/카오스(워크래프트 3/유즈맵)
스톤콜드,기암괴석,센티널,힘,F,나무 몽둥이,"나무 몽둥이 공격 형태로 변신합니다. 공격 타입 일반, 공격력 16 증가, 사정거리 200, 4회 공격마다 추가로 200 / 280 / 360의 물리 피해를 입힙니다. 한번 변신시 죽거나 해제하기 전까지는 영구적으로 지속",30,6,1 / 3 / 5,,스톤콜드/카오스(워크래프트 3/유즈맵)
스톤콜드,기암괴석,센티널,힘,W,바위 폭주,"사용시 20초간 공격 속도가 40% / 80%만큼, 이동 속도가 40% / 50%만큼, 방어력이 5 / 10만큼 증가하며, 주변 적 유닛과 건물에게 0.25초마다 24 / 36의 피해를 입히는 돌을 던집니다. 건물 및 기계에는 10 / 16의 피해를 입힘",150 / 200,150 / 135,6 / 12,,스톤콜드/카오스(워크래프트 3/유즈맵)
실바나스,캐릭터 모델 첨부 부탁드립니다.,스콜지,민첩,E,타락,대상을 타락시켜 100 / 150 / 200의 피해를 입히고 0.4 / 0.7 / 1초간 기절시킵니다. 타락에 맞은 대상은 1초후 1.7 / 2.1 / 2.5초간 대상의 동맹에게 공격당합니다. 건물 및 기계에 사용 가능,70 / 85 / 100,10,1 / 3 / 5,,실바나스/카오스(워크래프트 3/유즈맵)
실바나스,캐릭터 모델 첨부 부탁드립니다.,스콜지,민첩,패시브,어둠의 망토,"영구적으로 공격력을 20 / 25 / 30 증가시키고, 사정거리를 25 / 50 / 75 증가시킵니다.",-,1 / 3 / 5,,,실바나스/카오스(워크래프트 3/유즈맵)
실바나스,캐릭터 모델 첨부 부탁드립니다.,스콜지,민첩,T,후퇴 사격,뒤로 380 / 570 / 760 거리만큼 물러나면서 전방의 자신과 가장 가까운 적을 4회 공격합니다. 공격 횟수는 유동적,90 / 100 / 110,25 / 20 / 15,1 / 5 / 9,,실바나스/카오스(워크래프트 3/유즈맵)
실바나스,캐릭터 모델 첨부 부탁드립니다.,스콜지,민첩,F,날카로운 화살,"15초간 공격 속도 80% / 100%와 이동 속도 30%가 증가하고, 매 공격마다 30% 확률로 2.8 / 3.3배의 피해와 50의 추가 피해를 입힙니다. 날카로운 화살 - 레벨 1 / 2 치명타와 추가 피해량 표시됨",150 / 200,60,6 / 12,,실바나스/카오스(워크래프트 3/유즈맵)
실크,캐릭터 모델 첨부 부탁드립니다.,센티널,민첩,T,엔트 스트라이크,일직선으로 엔트 웨이브를 날려 적 유닛을 0.1초간 기절시키고 웨이브 하나당 50 / 95 / 140의 피해를 입힙니다. 최대 3개를 맞힐 수 있습니다. 이동 속도가 0인 유닛에게 기술이 적용되지 않음,80 / 85 / 90,9,1 / 3 / 5,,실크/카오스(워크래프트 3/유즈맵)
실크,캐릭터 모델 첨부 부탁드립니다.,센티널,민첩,W,스위프트 어택,빠른 속도로 주위 적 유닛들 사이를 10 / 20 / 30번 이동하며 한 번 이동할 때마다 70 + 자신의 레벨 X 2 / 2.5 / 3의 피해를 입힙니다. 또한 이동한 횟수만큼 공격력이 추가됩니다. 추가된 공격력은 마지막 공격으로부터 60초간 지속 공격력은 최대 자신의 레벨 X 2 / 3 / 4만큼만 증가,80 / 90 / 100,20,1 / 4 / 7,,실크/카오스(워크래프트 3/유즈맵)
실크,캐릭터 모델 첨부 부탁드립니다.,센티널,민첩,B,빛의 이동,습득시 영구적으로 이동 속도가 10 / 20 / 30 증가합니다. 사용시 최대 400 / 550 / 700 거리만큼 순간이동합니다. 미사일 형태의 기술 흡수 가능 탐험되지 않은 지역으로 이동 불가,40 / 50 / 60,8,1 / 3 / 5,,실크/카오스(워크래프트 3/유즈맵)
실크,캐릭터 모델 첨부 부탁드립니다.,센티널,민첩,F,에너지 버스트,"3.5초후 폭발해 1200 범위내 적 유닛과 건물에 1000 / 1250의 피해를 입히는 에너지 볼을 소환합니다. 건물 및 기계에는 90%의 피해를 입힘 에너지 볼 스펙은 아래 참조 에너지 볼 체력 1600, 체력 회복 +50, 방어력 15(영웅), 지속시간 3.5초 패시브 - 마법 면역 마법에 면역이 됩니다.",150 / 200,150 / 135,6 / 11,,실크/카오스(워크래프트 3/유즈맵)
아가멤논,썬더러(집더러),센티널,민첩,T,번개의 구슬,직선상으로 이동했다가 되돌아오는 번개의 구슬을 소환합니다. 구슬은 주변 적에게 0.04초마다 8 / 10 / 12 / 14의 피해를 입힙니다.,60 / 70 / 80 / 90,9,1 / 3 / 5 / 7,,아가멤논/카오스(워크래프트 3/유즈맵)
아가멤논,썬더러(집더러),센티널,민첩,F,번개술,수호의 번개 10% / 15% / 20% 확률로 120 / 150 / 180의 피해를 입히는 번개 공격을 하거나 물리 피해를 무효화 합니다. 사용시 심판의 번개로 전환됩니다. 4회 피격마다 물리 피해 무효화 확률이 5%씩 증가하며 최대 3회 중첩 마지막 피격으로부터 10초후 중첩 초기화됨 심판의 번개 10% / 15% / 20% 확률로 120 / 150 / 180의 피해를 입히는 번개 공격을 하거나 물리 피해를 무효화 합니다. 사용시 수호의 번개로 전환됩니다. 2회 공격마다 번개 공격 확률이 5%씩 증가하며 최대 3회 중첩 마지막 공격으로부터 10초후 중첩 초기화됨 마법 면역 무시 패시브 - 번개술 <수호 / 심판 중첩> 물리 피해 무효화 / 번개 공격의 중첩 단계와 확률 표시됨,-,1 / 3 / 5,,,아가멤논/카오스(워크래프트 3/유즈맵)
아가멤논,썬더러(집더러),센티널,민첩,E,빛의 은총,"1초간 대상 유닛의 이동 속도를 45% / 55% / 65% 감소시키고, 체력과 마력을 최대 150 / 250 / 350만큼 빼앗아 체력은 200%, 마력은 50% 비율로 자신에게 흡수합니다. 모두 흡수한 경우 대상에게 지속시간 5초의 퍼지를 시전합니다. 채널링 기술",60 / 75 / 90,15,1 / 4 / 7,,아가멤논/카오스(워크래프트 3/유즈맵)
아가멤논,썬더러(집더러),센티널,민첩,W,하늘의 분노,6초간 0.7초마다 번개를 내려쳐 적 유닛에게 220 / 330의 피해를 입힙니다. 최대 16기 공격 가능,150 / 200,150 / 135,6 / 12,,아가멤논/카오스(워크래프트 3/유즈맵)
아그니,파이어 로드,스콜지,민첩,B,소울 번,"적 유닛에게 즉시 60 / 120 / 180의 피해를 입히고, 5 / 6 / 7초간 초당 10 / 20 / 30의 피해를 입힙니다. 또한 지속시간동안 공격력을 30% / 40% / 50%, 이동 속도를 10% / 20% / 30% 감소시키며, 마법을 사용할 수 없게 만듭니다. 영웅이 아닌 유닛에게 지속시간 8초",80,10 / 9 / 8,1 / 3 / 5,,아그니/카오스(워크래프트 3/유즈맵)
아그니,파이어 로드,스콜지,민첩,R,라바 스폰,"라바 스폰 1기를 소환합니다. 라바 스폰 스펙은 아래 참조 라바 스폰 체력 500 / 700 / 850, 공격력 27 - 31 / 34 - 38 / 41 - 45(일반), 사정거리 300, 방어력 3 / 4 / 5(대형), 공격 속도 0.95 / 0.9 / 0.85, 이동 속도 300 / 330 / 360, 지속시간 50초, 7번 공격시 3초후 2마리로 분할됨, 분할시 체력 절반 회복, 지속시간은 분할전 남은 지속시간 + 12초 분할은 최대 3번 가능",75 / 90 / 105,10,1 / 3 / 5,,아그니/카오스(워크래프트 3/유즈맵)
아그니,파이어 로드,스콜지,민첩,C,인시너레이트,매 공격마다 적에게 달라붙는 화염을 추가해 20 / 25 / 30 X 누적 공격 횟수만큼의 피해를 입힙니다. 화염은 1.7초간 지속되며 지속시간내 대상이 사망할 경우 주변 100 / 150 / 200 범위내 적 유닛에게 100 / 150 / 200의 피해를 입힙니다. 오브 기반 마법 면역 무시,-,2 / 4 / 6,,,아그니/카오스(워크래프트 3/유즈맵)
아그니,파이어 로드,스콜지,민첩,W,화산 분출,15초간 화산을 분출시켜 1.35초마다 450 범위내 적에게 350 / 450의 피해를 입히고 0.8 / 1초간 기절시키는 돌을 뿌립니다. 건물에는 65%의 피해를 입힘 마법 면역 무시,150 / 200,165,6 / 12,,아그니/카오스(워크래프트 3/유즈맵)
아다스,의문의 사나이,센티널,힘,T,예도검법,"시전 즉시 적을 1.5초간 기절시키고, 40 / 80 / 120의 피해를 3번 입힙니다. 마법 면역인 적에게 사용할 수는 없지만, 일단 사용한 후에는 마법 면역이 되어도 피해가 모두 적용됨",70 / 85 / 100,9,1 / 3 / 5,,아다스
아다스,의문의 사나이,센티널,힘,D,신비한 보호막,"3 / 5 / 7초간 모든 기술과 공격이 통하지 않는 무적 상태가 됩니다. 죽음의 신전, 죽음의 수호신, 저주의 탑 공격시 남은 지속시간과 관계없이 즉시 무적 해제",80 / 90 / 100,35 / 40 / 45,1 / 3 / 5,,아다스
아다스,의문의 사나이,센티널,힘,E,검의 폭주,체력 40 + 1% / 80 + 2% / 160 + 4% / 320 + 8% / 640 + 16%를 소모해 120 / 90 / 60 / 30 / 15초간 공격력을 20 / 50 / 90 / 140 / 200만큼 증가시킵니다. 활성화 후 공격마다 200 범위 내 적들에게 증가한 공격력의 1.5배의 피해를 입힘,-,1 / 1 / 1 / 5 / 15,1,,아다스
아다스,의문의 사나이,센티널,힘,V,의문의 힘,"25초간 체력이 500, 공격력이 50, 방어력이 5만큼 증가하며, 마법에 면역이 됩니다. 사용시 의문의 공격이 활성화됨 패시브 - 의문의 공격 목표 유닛 주변 200 범위의 적을 공격력의 30%로 추가 공격합니다.",150,6,,,아다스
아카샤,캐릭터 모델 첨부 부탁드립니다.,스콜지,민첩,B,순간 이동,최대 400 / 550 / 700 거리만큼 순간이동합니다. 미사일 형태의 기술 흡수 가능 탐험되지 않은 지역으로 이동 불가,40 / 50 / 60,7,1 / 3 / 5,,아카샤/카오스(워크래프트 3/유즈맵)
아카샤,캐릭터 모델 첨부 부탁드립니다.,스콜지,민첩,D,고통의 그림자,"적 유닛에게 독을 던져 12초간 초당 15 / 25 / 35의 피해를 입히고, 방어력을 3 / 6 / 9 감소시키며, 공격 속도와 이동 속도를 15% / 25% / 35%만큼 감소시킵니다. 적중된 이후 방어력 및 공격 속도, 이동 속도 감소는 마법 면역 무시",70 / 90 / 110,12,1 / 3 / 5,,아카샤/카오스(워크래프트 3/유즈맵)
아카샤,캐릭터 모델 첨부 부탁드립니다.,스콜지,민첩,패시브,유혹의 가시,"영구적으로 자신의 방어력을 2 / 4 / 6 증가시키고, 적이 자신을 공격할 때마다 30 / 50 / 70의 피해를 입힙니다.",-,1 / 3 / 5,,,아카샤/카오스(워크래프트 3/유즈맵)
아카샤,캐릭터 모델 첨부 부탁드립니다.,스콜지,민첩,W,고통의 가시,"45초간 지속되는 고통의 가시를 소환합니다. 공격력 90 - 110(카오스), 공격 속도 0.6 / 0.55, 이동 속도 450, 매 공격마다 공격력 44 - 55 / 90 - 110의 방사 피해를 입힘 주 공격에 맞을 경우 15초간 초당 45 / 70의 피해를 입히며, 공격 속도와 이동 속도를 30% / 40%만큼 감소시킴 마법 면역 무시",200 / 250,165,6 / 12,,아카샤/카오스(워크래프트 3/유즈맵)
아크루라,캐릭터 모델 첨부 부탁드립니다.,스콜지,민첩,E,모래 늪,8초간 모래 늪을 생성해 범위내 적 유닛에게 초당 10 / 20 / 30의 피해를 입히고 이동 속도를 75 / 125 / 175만큼 감소시킵니다. 자신이 모래 늪을 통과할 경우 6초간 이동 속도가 100 / 150 / 200만큼 증가함,80 / 90 / 100,12,2 / 5 / 8,,아크루라/카오스(워크래프트 3/유즈맵)
아크루라,캐릭터 모델 첨부 부탁드립니다.,스콜지,민첩,R,활력 흡수,"적 유닛에게 즉시 100 / 200 / 300의 피해를 입히고 자신의 체력을 100 / 175 / 250만큼 회복합니다. 또한 10초간 대상의 공격력을 감소시키고 감소량만큼 추가 공격력을 얻습니다. 공격력 감소는 일반 유닛일 경우 20 / 30 / 40, 영웅일 경우 20% / 25% / 30%",60 / 70 / 80,10,1 / 3 / 5,,아크루라/카오스(워크래프트 3/유즈맵)
아크루라,캐릭터 모델 첨부 부탁드립니다.,스콜지,민첩,패시브,민첩한 공격,"영구적으로 민첩이 5 / 10 / 15 증가하며, 매 공격마다 공격 속도가 10% / 15% / 20% 증가합니다. 공격 속도 증가는 최대 5회 중첩 마지막 공격으로부터 10초후 중첩 초기화됨",-,1 / 3 / 5,,,아크루라/카오스(워크래프트 3/유즈맵)
아크루라,캐릭터 모델 첨부 부탁드립니다.,스콜지,민첩,F,마비 침,"사용시 20초간 공격력이 40 / 70 / 100, 사정거리가 50만큼 증가하고 매 공격마다 5초간 적 유닛의 공격 속도를 40% / 45% / 50%, 이동 속도를 30% / 35% / 40% 감소시키는 마비 침 공격을 합니다. 마법 면역 무시",150 / 175 / 200,60,6 / 12 / 18,,아크루라/카오스(워크래프트 3/유즈맵)
아키로,지옥의 사자,스콜지,지능,T,크러싱 웨이브,일직선 상 모든 적 유닛에게 150 / 285 / 420의 피해를 입힙니다.,80 / 100 / 120,8,2 / 5 / 8,,아키로
아키로,지옥의 사자,스콜지,지능,패시브,벤전스 포이즌,매 공격마다 10초간 초당 15 / 30 / 45의 독 피해를 입힙니다. 마법 면역 무시,-,1 / 4 / 7,,,아키로
아키로,지옥의 사자,스콜지,지능,V,스피릿 오브 벤전스,"시체 하나에서 벤전스 스피릿 2 / 3 / 4기를 소환합니다. 벤전스 스피릿 스펙은 아래 참조 중첩 소환 불가 벤전스 스피릿 체력 500, 체력 회복 2(블라이트 위), 공격력 23 - 28(카오스), 사정거리 550, 방어력 0(중형), 공격 속도 0.7, 이동 속도 360, 지속시간 40초, 사망시 2개의 잔해로 쪼개져 적에게 접근해 적 유닛과 건물에 140의 피해를 입힘 잔해는 선택 불가, 지속시간 40초 추가 데미지 매 공격마다 50% 확률로 30의 추가 피해를 입힘",90 / 110 / 130,20,3 / 5 / 7,,아키로
아키로,지옥의 사자,스콜지,지능,C,이온 캐논,2초간 이온을 모아 발사해 900 범위내 적 유닛과 건물에 최대 700 / 1000 / 1300의 피해를 입히고 0.1초간 기절시킵니다. 범위 중앙에서 멀어질수록 피해량 감소 기절은 마법 면역 무시,200 / 250 / 300,120,6 / 11 / 16,,아키로
악동,캐릭터 모델 첨부 부탁드립니다.,스콜지,지능,E,임페일,일직선상의 적을 1초간 띄우며 착지시 100 / 175 / 250의 피해를 입히고 1 / 1.25 / 1.5초간 기절시킵니다. 이동 속도가 0인 유닛에게 기술이 적용되지 않음,90 / 110 / 130,9,1 / 3 / 5,원전은 |아카마이다.,악동/카오스(워크래프트 3/유즈맵)
악동,캐릭터 모델 첨부 부탁드립니다.,스콜지,지능,X,헥스,"적 유닛을 3 / 4 / 5초간 동물로 만들어 버립니다. 기본 이동 속도 150, 최대 이동 속도 200으로 변경됨 디스펠로 해제 가능",80 / 100 / 120,23 / 22 / 21,1 / 4 / 7,원전은 |아카마이다.,악동/카오스(워크래프트 3/유즈맵)
악동,캐릭터 모델 첨부 부탁드립니다.,스콜지,지능,패시브,밤의 명상,자신과 800 범위내 아군 유닛의 마력 회복속도를 3 / 5 / 7 증가시킵니다.,-,1 / 3 / 5,,원전은 |아카마이다.,악동/카오스(워크래프트 3/유즈맵)
악동,캐릭터 모델 첨부 부탁드립니다.,스콜지,지능,F,죽음의 손짓,강력한 광선을 발사해 적 유닛에게 즉시 500 / 900의 피해를 입힙니다. 마법 면역 무시 마법 면역이 아닌 대상에게는 50 / 100의 피해를 더 입힘,200 / 250,135 / 120,6 / 11,원전은 |아카마이다.,악동/카오스(워크래프트 3/유즈맵)
안토니다스,캐릭터 모델 첨부 부탁드립니다.,센티널,히든,T,비전 미사일,직선상의 적 유닛에게 100 / 200 / 300의 피해를 입히고 0.5초 / 0.75초 / 1초간 기절시킵니다. 또한 최종 지점에서 폭발하며 400 범위내 적 유닛에게 40 / 80 / 120의 추가 피해를 입힙니다.,90 / 105 / 120,10,1 / 4 / 7,원전은 안토니다스이다.,안토니다스/카오스(워크래프트 3/유즈맵)
안토니다스,캐릭터 모델 첨부 부탁드립니다.,센티널,히든,F,마법 방해,"8초간 적 유닛에게 초당 체력에 10 / 20 / 30, 마력에 10 / 15 / 20의 피해를 입히고, 마법을 사용할 때마다 80 / 160 / 240의 추가 피해를 입힙니다.",80 / 90 / 100,10,1 / 4 / 7,원전은 안토니다스이다.,안토니다스/카오스(워크래프트 3/유즈맵)
안토니다스,캐릭터 모델 첨부 부탁드립니다.,센티널,히든,E,비전 장막,"6초간 해당 지점에 비전 장막을 설치합니다. 비전 장막은 아군의 공격 속도와 이동 속도를 30% / 40% / 50% 증가시키고, 적군의 공격 속도와 이동 속도를 25% / 30% / 35% 감소시키며, 적에게 초당 20 / 30 / 40의 마법 피해를 입힙니다.",90 / 100 / 110,15,2 / 5 / 8,원전은 안토니다스이다.,안토니다스/카오스(워크래프트 3/유즈맵)
안토니다스,캐릭터 모델 첨부 부탁드립니다.,센티널,히든,W,소환,아군 영웅 1기를 즉시 자신의 옆으로 소환하고 체력을 300 회복시킵니다.,200 / 250,180 / 150,6 / 12,원전은 안토니다스이다.,안토니다스/카오스(워크래프트 3/유즈맵)
에일리언,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,E,산성피 뱉기,"적 유닛에게 산성피를 뱉어 즉시 대상의 최대 체력의 4%의 마법 피해를 입히고, 6초간 공격 속도를 20%, 이동 속도를 30% 감소시킵니다. 또한 대상과 대상 주변 350 범위내 유닛에게 12초간 초당 15 / 30 / 45의 피해를 입힙니다. 적중 이후 마법 면역 상태가 되어도 공격 속도 및 이동 속도 감소는 해제되지 않음",60 / 70 / 80,10,1 / 3 / 5,,에일리언/카오스(워크래프트 3/유즈맵)
에일리언,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,D,살점 뜯어먹기,"적 유닛의 살점을 뜯어먹어 0.1초간 기절시키고, 1.4 + 자신의 레벨 X 0.1초간 0.1초마다 22 / 26 / 30 / 34의 마법 피해를 입히며, 이동 속도를 90% 감소시킵니다. 또한 자신의 체력을 150 / 300 / 450 / 600 회복합니다. 지속시간 증가는 최대 25레벨까지만 적용(최대 지속시간 3.9초) 시전된 이후에는 마법 면역 무시",80 / 90 / 100 / 110,20,1 / 5 / 9 / 13,,에일리언/카오스(워크래프트 3/유즈맵)
에일리언,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,패시브,껍질,"영구적으로 자신의 방어력을 2 / 4 / 6 증가시키며, 피해를 입을 경우 그 자리에 산성 혈액이 방출됩니다. 산성 혈액은 6초간 250 범위내 적 유닛에게 초당 30 / 50 / 70의 피해를 입힙니다. 산성 혈액은 한번 방출된 이후 1.5초간 방출되지 않음",-,1 / 3 / 5,,,에일리언/카오스(워크래프트 3/유즈맵)
에일리언,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,W,에일리언 퀸,"에일리언 퀸을 소환합니다. 에일리언 퀸 스펙은 아래 참조 에일리언 퀸 체력 2500 / 3200, 체력 회복 +10, 공격력 87 - 95 / 112 - 120(카오스), 사정거리 200, 방어력 20 / 28(대형→영웅), 공격 속도 0.9, 이동 속도 400, 3 / 2.5초마다 알을 낳아 새끼 에일리언을 부화시킴, 지속시간 65초 2레벨에는 방어 타입 영웅으로 변경 R - 산란 즉시 알 4 / 6개를 낳습니다. 한 번만 사용 가능 G - 공격 지점 지정 모든 새끼 에일리언들을 해당 지점으로 공격 이동시킵니다. 공격 지점 지정 이후 새로 태어난 새끼들도 이동합니다. X - 공격 지점 해제 공격 지점을 해제시킵니다. 패시브 - 리지스턴트 스킨 적군의 마법이 지속되는 시간을 줄여주고 특정 마법에 대한 면역을 제공합니다. 패시브 - 산성 발톱 적 영웅에게 60% 확률로 60 / 100의 추가 피해를 입힙니다. 새끼 에일리언 체력 410 / 500, 체력 회복 +1 / 2, 공격력 19 - 23 / 29 - 33(카오스), 사정거리 근접, 방어력 1 / 3(중형), 공격 속도 1.0 / 0.9, 이동 속도 350, 사망시 6초간 0.1초마다 10 / 14의 피해를 입히는 산성 혈액 방출, 지속시간 40초",150 / 200,165,6 / 12,,에일리언/카오스(워크래프트 3/유즈맵)
에일리언,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,패시브,산성 혈액,에일리언 사망시 그 자리에 산성 혈액이 방출되어 6초간 300 범위내 적 유닛에게 0.1초마다 10의 피해를 입힙니다.,-,,,,에일리언/카오스(워크래프트 3/유즈맵)
엘딘,피의 성직자,센티널,지능,T,홀리 라이트,자신이나 아군 생명체 유닛에게 사용시 체력을 300 / 500 / 700 회복시킵니다. 적 언데드 유닛에게 사용시 회복량의 절반의 피해를 입힙니다.,90 / 110 / 130,9,1 / 3 / 5,,엘딘/카오스(워크래프트 3/유즈맵)
엘딘,피의 성직자,센티널,지능,B,텔레포트,"아군의 유닛이나 건물이 있는 곳으로 이동합니다. 시전 대기시간 3초, 채널링 기술 대상이 된 유닛이나 건물은 시전 대기시간동안 행동불가",40 / 50 / 60,20 / 15 / 10,1 / 3 / 5,,엘딘/카오스(워크래프트 3/유즈맵)
